Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
138704.0,0.284933362830328,1.34932851032888,0.15783357274492998,4.37088539995227,1.4764397067658899,0.39790393382821204,1.12149533331457,-0.35509401199406393,-2.20463781233757,2.1505936910392,0.278795206425565,0.0842000566997523,0.373288859427305,0.375804842416069,-0.983400883255309,-0.629038260551229,-0.100346642493635,0.21784460884502801,1.77881904766662,0.166865418802745,0.16503134355745497,0.7953926832830341,-0.0667798888642088,-0.305713978375937,-1.21394518437398,0.21658153186664303,0.00105519949627594,0.0592271455153089,13.58,0
32609.0,-1.6519222708874801,0.659434614639491,1.74459541640829,0.0731278336012285,1.33503374837447,0.0500178627595126,0.6178491339740529,0.004825451291791021,-0.10818653510238199,0.16988416556034802,0.9116519537617109,1.09206744282793,0.33988052802132396,-0.385413432396141,-1.3105789782327901,-0.4137586892169529,-0.481642409441889,-0.45041351981465205,-0.4647996536527271,-0.0132855282078341,-0.20148286106100302,0.0444576787298772,-0.6342807635669929,-0.25937862335047895,0.756162333638992,-0.40561424142762,0.238043598355276,-0.090820007520015,13.0,0
44113.0,0.9530574190429839,-0.191930223320971,-0.0234329686816151,1.31064328108204,-0.21410655531074,-0.39734320628562,0.334531363131185,-0.0776199327757287,0.255244910215073,-0.133996451716992,-0.580069538615297,-0.12324168211541,-1.16143741837624,0.5159390304904571,0.41019615371542295,-0.64553759335743,0.24376316234741102,-0.726601795851272,-0.46769632634700603,-0.00313771850874774,0.0590301633295253,0.0311801334505352,-0.220226226327293,0.0823582686650501,0.6913780940756519,-0.257522644222097,-0.00379882734682911,0.0303813759412343,131.37,0
96234.0,1.88236195023392,0.691536862182467,-0.483154883394012,4.0471852362534,0.479712098360249,-0.24923493802679103,0.26469861051118304,-0.334739314711022,0.191760136508393,1.04668021398598,-0.101808872395385,-2.0536656715648602,2.92278477546503,1.3922725822861002,-1.7504934920740602,0.6174440585510129,-0.0715002167426097,-0.25927198010014,-1.7776758584838,-0.206074147603347,0.0221333354779796,0.405426593685084,0.0591778692942596,0.0116015430752079,0.11605123215105198,0.0474607389195836,-0.0589737803624044,-0.0494816611413445,31.81,0
34274.0,-0.40167709222795894,-0.7294840645717192,2.14212820453172,-1.5652097530473301,-1.68782446907277,0.18559285270202897,-0.475551919564024,0.11475920741039801,-2.284309535346,0.9364854279217499,-0.396796365652862,-1.2638742637114901,0.466725149698238,-0.552874858432843,1.3976174986071,-0.6480884604641469,0.8778551260030301,0.16602374936987,0.0356767552363777,0.0675213712860829,0.0209921306085004,0.261101091082615,0.21952835153163697,0.0436253442151936,-0.332163231375242,-0.129789160325453,0.134558844253837,0.127128847549222,125.0,0
49656.0,-0.5436293747635139,0.046262950750635,1.5366614625053898,-0.646851758942374,-0.35474985866602704,0.784612985199783,0.571000084566587,0.12118470518157701,0.48979702963784494,-1.06284799587358,-2.08836841020906,0.20065243837990102,1.0183272378994,-0.8798493659244759,-0.5267092822744911,0.145895754678668,-0.40439985717794297,-0.0448571543025943,1.14232486720311,0.386094522428593,-0.131524807451785,-0.341040873454759,0.0803707145936498,-0.9395866647326658,-0.22802316922322102,0.956023717170124,0.0336482971528228,0.12272517696001402,146.33,0
129038.0,2.0803285946559598,-0.14480645146896098,-1.3462679933012598,0.35232932663763394,-0.16473740712892002,-1.2920804750668,0.0860957501026439,-0.281763770570109,0.907372270002429,0.0627147567774108,-1.1265545233095902,-0.668574795354229,-1.6204942071150903,0.791652574083019,0.974711406602107,-0.0557321559800692,-0.47595288116633505,0.237165257574422,-0.187661555762486,-0.351051854427608,0.22964765844449803,0.7515230945011621,0.0028269273431776897,-0.119332650772039,0.21537275831960298,-0.088880654310959,-0.0275409083085339,-0.0627860478649527,1.0,0
148193.0,1.89719339476526,-0.0906601245184401,-1.7941501515498102,1.25552718357227,0.48984531587575103,-0.642377939669176,0.536128705266332,-0.204095752724041,0.123990434354094,0.432936904807333,0.246278850076867,0.323368512112644,-1.37729448758941,0.9420588454306149,-1.06751193186801,-0.388171461590057,-0.43239649243487105,0.0883229591370213,0.178748274642396,-0.233496613873172,0.10221316931779699,0.30610841109135,-0.0923030398003183,-0.41706074184524106,0.413593642364394,-0.489007387209851,-0.0369232911337868,-0.0678924769677451,66.0,0
143242.0,0.7189471236800341,-2.3850829362519703,-1.4261545314461899,0.44286224138538205,-0.264691094518881,1.4039817005709099,0.216642547205968,0.23824401201693804,1.18134417191349,-0.7110182773127299,-0.22288402936692497,1.1108109001319098,0.487352351219069,0.0393015363926039,0.8743579019646129,-0.9869515486793129,0.599359401112976,-2.00991099881128,-0.937011667565562,0.955783381382743,0.0375229232175082,-0.9629230506323729,0.0283519573054278,-0.3457207463303161,-0.9000700955333841,-0.41085292582883,-0.0615881406751945,0.0606927906229333,608.98,0
87289.0,0.126751881675711,0.588886042998528,-0.42733831666108,-1.0297348411854799,1.5120626296097202,0.131021586753313,0.841223870673737,0.0114776570141896,-0.367242915022802,-0.380623662726955,-0.26929675078869597,0.622688690977211,0.4857587142117129,0.261440264001943,-1.16748524402604,0.378033772246664,-1.13239113048233,0.144813524167487,0.6617092359018051,-0.0750529378992049,-0.11998554557788901,-0.332387906844487,0.12581404078629901,-0.34157605908260497,-1.30399180711479,-0.0129130190798712,0.20211200666626397,0.255312880819656,3.59,0
